title,price,meterage,district,floor,build_year,rooms,link
۱۷۰متر آجودانیه ۴ پارکینگ با تراس قابل چیدمان,75000000000,170.0,آجودانیه,4.0,1385.0,3.0,https://divar.ir/v/%DB%B1%DB%B7%DB%B0%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B4-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D8%A7-%D8%AA%D8%B1%D8%A7%D8%B3-%D9%82%D8%A7%D8%A8%D9%84-%DA%86%DB%8C%D8%AF%D9%85%D8%A7%D9%86/gavpwjK8?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gavpwjK8_N
۱۵۰ متر ۳ خواب آجودانیه نوساز مدرن فول مشاعات,100000000000,150.0,آجودانیه,3.0,1404.0,3.0,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%85%D8%AF%D8%B1%D9%86-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gauNuR4b?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gauNuR4b_N
آجودانیه۱۷۰متر۳خواب/مدرن/۳پارکینگ/تاپ لوکیشن,108000000000,170.0,آجودانیه,3.0,1404.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87%DB%B1%DB%B7%DB%B0%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%AF%D8%B1%D9%86-%DB%B3%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86/gafJFscU?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafJFscU_N
۲۱۰ متر/آجودانیه/کلیدنخورده/غرق نور,159000000000,210.0,آجودانیه,3.0,1403.0,3.0,https://divar.ir/v/%DB%B2%DB%B1%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DA%A9%D9%84%DB%8C%D8%AF%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%BA%D8%B1%D9%82-%D9%86%D9%88%D8%B1/gatJt6ET?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatJt6ET_N
100متر/آجودانیه/بازسازی شده/2خواب,55000000000,100.0,آجودانیه,1.0,1394.0,2.0,https://divar.ir/v/100%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-2%D8%AE%D9%88%D8%A7%D8%A8/gat5ukmS?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gat5ukmS_N
۲۴۵ متر مربع,196000000000,245.0,آجودانیه,5.0,1404.0,3.0,https://divar.ir/v/%DB%B2%DB%B4%DB%B5-%D9%85%D8%AA%D8%B1-%D9%85%D8%B1%D8%A8%D8%B9/gatZMYzi?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatZMYzi_N
فروش ۱۲۰ متر ۲خواب اکازیون,70000000000,120.0,آجودانیه,2.0,1405.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%A7%DA%A9%D8%A7%D8%B2%DB%8C%D9%88%D9%86/gatJslLu?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatJslLu_N
۱۶۷ متر/سه خواب/ آجودانیه,66800000000,167.0,آجودانیه,2.0,1390.0,3.0,https://divar.ir/v/%DB%B1%DB%B6%DB%B7-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gan9CE83?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gan9CE83_N
۱۹۰ متر ۳ خواب مستر فول اجودانیه,100000000000,190.0,آجودانیه,3.0,1400.0,3.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gattqSQ6?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gattqSQ6_N
اجودانیه/۱۲۰متر / نوساز مدرن,70000000000,120.0,آجودانیه,2.0,1405.0,2.0,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B2%DB%B0%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%85%D8%AF%D8%B1%D9%86/gatFKMZl?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatFKMZl_N
۱۵۰ و ۱۹۰ متری آجودانیه نوساز مدرن مشاعات کامل,130000000000,190.0,آجودانیه,3.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%88-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%85%D8%AF%D8%B1%D9%86-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DA%A9%D8%A7%D9%85%D9%84/ganVTxok?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ganVTxok_N
۱۹۰ متر آجودانیه ۲ پارکینگ/ پلان عالی (فول مشاعات),110000000000,190.0,آجودانیه,4.0,1396.0,3.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D9%BE%D9%84%D8%A7%D9%86-%D8%B9%D8%A7%D9%84%DB%8C-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gantxxbr?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gantxxbr_N
۱۳۵ متر ۳ خواب / فول امکانات / اقدسیه,45000000000,135.0,آجودانیه,1.0,1390.0,3.0,https://divar.ir/v/%DB%B1%DB%B3%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87/gap1t28B?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gap1t28B_N
فروش دو واحد به متراژ های 90 و 187 متر در آجودانیه,52500000000,187.0,آجودانیه,5.0,1400.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%AF%D9%88-%D9%88%D8%A7%D8%AD%D8%AF-%D8%A8%D9%87-%D9%85%D8%AA%D8%B1%D8%A7%DA%98-%D9%87%D8%A7%DB%8C-90-%D9%88-187-%D9%85%D8%AA%D8%B1-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gacF5Kii?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gacF5Kii_N
320 متر سه خواب آجودانیه غرق در نور فول مشاعات,170000000000,320.0,آجودانیه,4.0,1392.0,3.0,https://divar.ir/v/320-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%BA%D8%B1%D9%82-%D8%AF%D8%B1-%D9%86%D9%88%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gap5NqFo?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gap5NqFo_N
آجودانیه ۲۴۰ متر تکواحدی لوکس,98500000000,240.0,آجودانیه,3.0,1388.0,4.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%84%D9%88%DA%A9%D8%B3/gaCJyVFv?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaCJyVFv_N
آجودانیه ۱۵۰ متر ۳ خواب نوساز ویو ابدی,89000000000,150.0,آجودانیه,5.0,1404.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D8%AF%DB%8C/gap9K0M0?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gap9K0M0_N
۲۱۰متر۳خواب۳جهت نور ۲تراس۲ انبار لابی من آجودانیه,85000000000,210.0,آجودانیه,2.0,1395.0,3.0,https://divar.ir/v/%DB%B2%DB%B1%DB%B0%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8%DB%B3%D8%AC%D9%87%D8%AA-%D9%86%D9%88%D8%B1-%DB%B2%D8%AA%D8%B1%D8%A7%D8%B3%DB%B2-%D8%A7%D9%86%D8%A8%D8%A7%D8%B1-%D9%84%D8%A7%D8%A8%DB%8C-%D9%85%D9%86-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gafxJvS1?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafxJvS1_N
آجودانیه ۱۶۷متر/ ۳ خواب مستر / فول / نوساز,136000000000,167.0,آجودانیه,1.0,1405.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B6%DB%B7%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gaolJx2-?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaolJx2-_N
۱۰۰ متر ۲ آجودانیه مدرن,52000000000,100.0,آجودانیه,1.0,1395.0,2.0,https://divar.ir/v/%DB%B1%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%85%D8%AF%D8%B1%D9%86/gao9bS9U?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gao9bS9U_N
۱۸۴ مترِ عالی در آجودانیه با قیمت باورنکردنی,102200000000,184.0,آجودانیه,5.0,1398.0,3.0,https://divar.ir/v/%DB%B1%DB%B8%DB%B4-%D9%85%D8%AA%D8%B1%D9%90-%D8%B9%D8%A7%D9%84%DB%8C-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%A8%D8%A7-%D9%82%DB%8C%D9%85%D8%AA-%D8%A8%D8%A7%D9%88%D8%B1%D9%86%DA%A9%D8%B1%D8%AF%D9%86%DB%8C/gao5Z7Jl?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gao5Z7Jl_N
اجودانیه /۹۰ متر / فول فرنیش,55000000000,90.0,آجودانیه,1.0,1393.0,2.0,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%81%D8%B1%D9%86%DB%8C%D8%B4/gaoB27Br?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaoB27Br_N
آجودانیه ۱۳۵متر مدرن نوساز (آفر ویژه),97000000000,135.0,آجودانیه,4.0,1405.0,2.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B3%DB%B5%D9%85%D8%AA%D8%B1-%D9%85%D8%AF%D8%B1%D9%86-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%A2%D9%81%D8%B1-%D9%88%DB%8C%DA%98%D9%87/gakdGC0I?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gakdGC0I_N
۱۶۸ متر. فروش. آجودانیه,65000000000,168.0,آجودانیه,2.0,1388.0,3.0,https://divar.ir/v/%DB%B1%DB%B6%DB%B8-%D9%85%D8%AA%D8%B1-%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gagRtWxY?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gagRtWxY_N
۱۷۸ متر/آجودانیه/۳ خواب مستر/۲ پارکینگ/فول امکانات,105780000000,178.0,آجودانیه,6.0,1403.0,3.0,https://divar.ir/v/%DB%B1%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%DB%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gaoNVMk-?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaoNVMk-_N
۱۵۵ متر ۳ خواب فروشی ، نوساز ، آجودانیه ، تک واحدی,90000000000,155.0,آجودانیه,5.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D8%B1%D9%88%D8%B4%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaktW6qf?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaktW6qf_N
۱۹۰متر سپند تکواحدی ۲پارکینگ ویو مشجر ارزنده,96000000000,190.0,آجودانیه,4.0,1395.0,3.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%D8%B3%D9%BE%D9%86%D8%AF-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D9%88%DB%8C%D9%88-%D9%85%D8%B4%D8%AC%D8%B1-%D8%A7%D8%B1%D8%B2%D9%86%D8%AF%D9%87/gaIcem8o?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaIcem8o_N
یک واحد مدرن ۱۹۰ متری ، تاپ لوکیشن آجودانیه,140000000000,190.0,آجودانیه,3.0,1405.0,3.0,https://divar.ir/v/%DB%8C%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF-%D9%85%D8%AF%D8%B1%D9%86-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gal5qMgn?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gal5qMgn_N
۳۵۰ متر لوکس ترین مدرن آجودانیه / فول برند,280000000000,350.0,آجودانیه,3.0,1405.0,3.0,https://divar.ir/v/%DB%B3%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D9%84%D9%88%DA%A9%D8%B3-%D8%AA%D8%B1%DB%8C%D9%86-%D9%85%D8%AF%D8%B1%D9%86-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D8%A8%D8%B1%D9%86%D8%AF/gakt8Fcf?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gakt8Fcf_N
۱۷۰ متر / ویو باغ فول مشاعات / آجودانیه,135000000000,170.0,آجودانیه,1.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1-%D9%88%DB%8C%D9%88-%D8%A8%D8%A7%D8%BA-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gakR9Ewh?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gakR9Ewh_N
220متر نوساز کلید نخورده فول مشاعات اجودانیه,125000000000,220.0,آجودانیه,4.0,1405.0,3.0,https://divar.ir/v/220%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gakh3-9D?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gakh3-9D_N
آجودانیه برج ۲۰۰ متر ویو ابدی,83000000000,200.0,آجودانیه,6.0,1387.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%A8%D8%B1%D8%AC-%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D8%AF%DB%8C/gakRKM_D?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gakRKM_D_N
133متر آجودانیه سه خواب,45000000000,133.0,آجودانیه,1.0,1393.0,3.0,https://divar.ir/v/133%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8/gac9sb5Q?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gac9sb5Q_N
فروش فوری آجودانیه ۲۳۰ متری نوساز فول مشاعات,165000000000,230.0,آجودانیه,5.0,1404.0,3.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B3%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gakpnRQC?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gakpnRQC_N
۲۲۰م۳ خواب/مدرن/شخصی ساز/زیر قیمت منطقه/آجودانیه,115000000000,220.0,آجودانیه,5.0,1404.0,3.0,https://divar.ir/v/%DB%B2%DB%B2%DB%B0%D9%85%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%AF%D8%B1%D9%86-%D8%B4%D8%AE%D8%B5%DB%8C-%D8%B3%D8%A7%D8%B2-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D9%85%D9%86%D8%B7%D9%82%D9%87-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gakhGHje?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gakhGHje_N
فروش واحد ۱۹۰ متری نوساز کلید نخورده در آجودانیه,156000000000,190.0,آجودانیه,1.0,1405.0,3.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%88%D8%A7%D8%AD%D8%AF-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaSFwn8w?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaSFwn8w_N
آجودانیه ۱۸۹ متر ۳ خوابه فول مشاعات,110000000000,189.0,آجودانیه,4.0,1397.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B9-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gaeVi8cp?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaeVi8cp_N
آجودانیه ۱۶۰ متر ۳ خواب با چشم انداز مشجر,87000000000,160.0,آجودانیه,5.0,1404.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7-%DA%86%D8%B4%D9%85-%D8%A7%D9%86%D8%AF%D8%A7%D8%B2-%D9%85%D8%B4%D8%AC%D8%B1/gajBCMsw?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gajBCMsw_N
۲۴۰متر ۴ خوابه آجودانیه,100000000000,240.0,آجودانیه,3.0,1385.0,4.0,https://divar.ir/v/%DB%B2%DB%B4%DB%B0%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gadZMw8e?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gadZMw8e_N
۳۵۰ متر آجودانیه بهترین فرعی لوکس,315000000000,350.0,آجودانیه,4.0,1405.0,4.0,https://divar.ir/v/%DB%B3%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D9%81%D8%B1%D8%B9%DB%8C-%D9%84%D9%88%DA%A9%D8%B3/gag1m-Lc?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gag1m-Lc_N
آجودانیه ۱۱۲متر آپارتمان ۸۰متر قدرالسهم,58000000000,112.0,آجودانیه,1.0,1371.0,2.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B1%DB%B2%D9%85%D8%AA%D8%B1-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B0%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85/ga4ggz0s?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga4ggz0s_N
۱۷۰متر۳خواب ، فول مشاعات ابی فعال ،اجودانیه,80000000000,170.0,آجودانیه,4.0,1390.0,3.0,https://divar.ir/v/%DB%B1%DB%B7%DB%B0%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D8%A8%DB%8C-%D9%81%D8%B9%D8%A7%D9%84-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gafdjLf4?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafdjLf4_N
اجودانیه ۱۲۰ متری نوساز,65000000000,120.0,آجودانیه,3.0,1405.0,2.0,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gafRjUZD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafRjUZD_N
فروش آپارتمان ۱۲۰ متری قلب آجودانیه,53000000000,120.0,آجودانیه,1.0,1390.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D9%82%D9%84%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gafdCAkf?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafdCAkf_N
۱۲۰ متر اقدسیه .اجودانیه.خوش نقشه,69000000000,120.0,آجودانیه,3.0,1405.0,2.0,https://divar.ir/v/%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/gab1aTVb?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gab1aTVb_N
آجودانیه ۱۲۲ متر سازه ای مدرن /ویو دار,62000000000,122.0,آجودانیه,4.0,1405.0,2.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B2%DB%B2-%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D8%B2%D9%87-%D8%A7%DB%8C-%D9%85%D8%AF%D8%B1%D9%86-%D9%88%DB%8C%D9%88-%D8%AF%D8%A7%D8%B1/gab95dC-?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gab95dC-_N
