title,price,meterage,district,link,floor,build_year,rooms
فروش اپارتمان ۸۰ متری,12800000000,80.0,آبشار,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C/gawJ7Z6D?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gawJ7Z6D_N,۳ از ۶,۱۴۰۵,۲
۹۰متر خوش نقشه,10000000000,90.0,آبشار,https://divar.ir/v/%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/gawVIHKI?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gawVIHKI_N,۳ از ۴,۱۳۸۹,۲
اپارتمان تک واحدی ۹۰متری,11700000000,90.0,آبشار,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B9%DB%B0%D9%85%D8%AA%D8%B1%DB%8C/gaptHA6X?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaptHA6X_N,۳ از ۴,۱۳۸۷,۲
82متردوخوابه وفایی برومند صفری تک واحد,11500000000,82.0,آبشار,https://divar.ir/v/82%D9%85%D8%AA%D8%B1%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%88%D9%81%D8%A7%DB%8C%DB%8C-%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF-%D8%B5%D9%81%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF/gaotM1EM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaotM1EM_N,۲ از ۴,۱۳۸۷,۲
۴۸ متری ، پارکینگ موتور ، ط۳ سندی ، خ ایران,5500000000,48.0,آبشار,https://divar.ir/v/%DB%B4%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%B7%DB%B3-%D8%B3%D9%86%D8%AF%DB%8C-%D8%AE-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/gaUpO5j2?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaUpO5j2_N,,,
۱۰۰ متر سه خوابه,19000000000,100.0,آبشار,https://divar.ir/v/%DB%B1%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8%D9%87/ganxLz35?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ganxLz35_N,۵ از ۶,۱۴۰۵,۳
۱۵۰ متر تک واحدی/۳ سال ساخت/دو نبش/سند تک برگ,27000000000,150.0,آبشار,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B3-%D8%B3%D8%A7%D9%84-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%AF%D9%88-%D9%86%D8%A8%D8%B4-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF/gantUCpY?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gantUCpY_N,۱ از ۵,۱۴۰۲,۳
آپارتمان ۱۱۵ متری/۲واحدی/سرگرد محبی,25500000000,115.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B1%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B3%D8%B1%DA%AF%D8%B1%D8%AF-%D9%85%D8%AD%D8%A8%DB%8C/ganVjU9s?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ganVjU9s_N,۶,۱۴۰۵,۲
۶۸ متر، دو خواب، آسانسور، خ آبشار، فروشنده واقعی,8200000000,68.0,آبشار,https://divar.ir/v/%DB%B6%DB%B8-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D8%AE-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1-%D9%81%D8%B1%D9%88%D8%B4%D9%86%D8%AF%D9%87-%D9%88%D8%A7%D9%82%D8%B9%DB%8C/gaWp42DY?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaWp42DY_N,,,
فروش آپارتمان۹۳م بر خیابان ۱۷ شهریور,10000000000,93.0,آبشار,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B9%DB%B3%D9%85-%D8%A8%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%DB%B1%DB%B7-%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1/gagZGR1v?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gagZGR1v_N,۱ از ۳,۱۳۷۵,۲
آپارتمان ۶۰ متری دو خوابه,8000000000,60.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87/gafxitnW?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gafxitnW_N,۲ از ۵,۱۳۹۴,۲
آپارتمان ۸۰ متر نوساز ۲ خوابه فول امکانات آبشار,13600000000,80.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1/gabJ0dfq?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gabJ0dfq_N,۵ از ۶,۱۴۰۵,۲
82 متر + 32 متر سوییت + ۶۰ متر حیاط اختصاصی,13800000000,82.0,آبشار,https://divar.ir/v/82-%D9%85%D8%AA%D8%B1-32-%D9%85%D8%AA%D8%B1-%D8%B3%D9%88%DB%8C%DB%8C%D8%AA-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AD%DB%8C%D8%A7%D8%B7-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C/gadRuLax?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gadRuLax_N,همکف از ۳,قبل از ۱۳۷۰,۳
66متر آپارتمان با پارکینگ,6550000000,66.0,آبشار,https://divar.ir/v/66%D9%85%D8%AA%D8%B1-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/gabxRcal?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gabxRcal_N,,,
۴۵متر / فول بازسازی شده / بدون مشابه در منطقه,5760000000,45.0,آبشار,https://divar.ir/v/%DB%B4%DB%B5%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87/gac1XsoM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gac1XsoM_N,۲,۱۳۸۴,۱
67متر * 2خواب * آسانسور / انباری * سند تک برگ,7680000000,67.0,آبشار,https://divar.ir/v/67%D9%85%D8%AA%D8%B1-2%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D8%A7%D9%86%D8%A8%D8%A7%D8%B1%DB%8C-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF/gacBI3eI?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gacBI3eI_N,۵ از ۵,۱۳۸۵,۲
۶۵ متری با پارکینگ در محله آبشار,7800000000,65.0,آبشار,https://divar.ir/v/%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AF%D8%B1-%D9%85%D8%AD%D9%84%D9%87-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1/gac1M8N9?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gac1M8N9_N,۴,۱۳۸۰,۱
فروش اپارتمان ۱۰۰متر,17000000000,100.0,آبشار,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1/gacx4lCz?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gacx4lCz_N,۱,۱۳۹۸,۲
آپارتمان ۶۵ متر,8300000000,65.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1/gabZU1C8?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gabZU1C8_N,۱,۱۳۸۹,۱
۷۸ متری در آبشار,9500000000,78.0,آبشار,https://divar.ir/v/%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1/gaaBhQRM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaaBhQRM_N,۱ از ۳,۱۳۷۸,۲
۷۲ متری دو نبش ، نورخور ، آبشار ، خیابان دولو,8000000000,72.0,آبشار,https://divar.ir/v/%DB%B7%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D9%86%D8%A8%D8%B4-%D9%86%D9%88%D8%B1%D8%AE%D9%88%D8%B1-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%AF%D9%88%D9%84%D9%88/gaSxRNEZ?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaSxRNEZ_N,۳ از ۴,۱۳۸۶,۱
فروش آپارتمان ۴۲متری خوش نقشه,6000000000,42.0,آبشار,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B4%DB%B2%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/gaRxTFEd?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaRxTFEd_N,,,
آپارتمان ۱۷۰ متری کلیدنخورده,39100000000,170.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%DA%A9%D9%84%DB%8C%D8%AF%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87/gatkZwhh?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gatkZwhh_N,,,
واحد ۷۵ متری / دو خوابه / فول امکانات/ دریای نور,9500000000,75.0,آبشار,https://divar.ir/v/%D9%88%D8%A7%D8%AD%D8%AF-%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AF%D8%B1%DB%8C%D8%A7%DB%8C-%D9%86%D9%88%D8%B1/gaQ57_5U?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaQ57_5U_N,,,
63 متر 2 خواب تکواحدی,13000000000,63.0,آبشار,https://divar.ir/v/63-%D9%85%D8%AA%D8%B1-2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaOx3QS8?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaOx3QS8_N,,,
۶۸ متر دوخواب آبشار,7500000000,68.0,آبشار,https://divar.ir/v/%DB%B6%DB%B8-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1/gaO1Vb70?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaO1Vb70_N,,,
۵۸ متری تکواحد فول,11000000000,58.0,آبشار,https://divar.ir/v/%DB%B5%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF-%D9%81%D9%88%D9%84/gaOp1O_3?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaOp1O_3_N,,,
۶۳ متری فول گوته,9500000000,63.0,آبشار,https://divar.ir/v/%DB%B6%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%DA%AF%D9%88%D8%AA%D9%87/gaOh1UiD?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaOh1UiD_N,,,
پیروزی شکوفه/۹۲ متر/پارکینگ/اسانسور,17900000000,92.0,شکوفه,https://divar.ir/v/%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DB%B9%DB%B2-%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1/gatxuRH8?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gatxuRH8_N,۴,۱۳۸۷,۲
۴۵ متر/تکواحدی/نورگیر/ فول بازسازی/پیروزی,6000000000,45.0,شکوفه,https://divar.ir/v/%DB%B4%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C/ga2ZuLg1?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2ZuLg1_N,۴,۱۳۹۰,۱
۷۵ متر/پارکینگ/بلوار قیام,8200000000,75.0,قیام,https://divar.ir/v/%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D9%84%D9%88%D8%A7%D8%B1-%D9%82%DB%8C%D8%A7%D9%85/gafhhQOO?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gafhhQOO_N,۲ از ۴,۱۳۸۶,۲
فروش فوری ۹۳ متری خوش نقشه صوفیانی,10500000000,93.0,قیام,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%DB%B9%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B5%D9%88%D9%81%DB%8C%D8%A7%D9%86%DB%8C/gaGRMaDD?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaGRMaDD_N,۱ از ۴,۱۳۸۶,۲
۱۱۵متر،۲خواب(شکوفه بیدهندی)نوساز،پارکینگ آسانسور,27000000000,115.0,شکوفه,https://divar.ir/v/%DB%B1%DB%B1%DB%B5%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D8%A8%DB%8C%D8%AF%D9%87%D9%86%D8%AF%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1/ga29CZ9u?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga29CZ9u_N,۳ از ۵,۱۴۰۵,۲
۹۸متر*دو خواب*تک واحدی,10850000000,98.0,قیام,https://divar.ir/v/%DB%B9%DB%B8%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaqVAxFv?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaqVAxFv_N,۲,۱۳۹۳,۲
آپارتمان 157 متری خیابان ایران,29900000000,157.0,ایران,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-157-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/ga2tQ7ln?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2tQ7ln_N,,,
آپارتمان 70 متری پیروزی شکوفه کوچه خوشرو,11000000000,70.0,شکوفه,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-70-%D9%85%D8%AA%D8%B1%DB%8C-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DA%A9%D9%88%DA%86%D9%87-%D8%AE%D9%88%D8%B4%D8%B1%D9%88/gaa9w7N8?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaa9w7N8_N,,,
آپارتمان59متر1خ آسانسورشکوفه گیلکی عامری کیامنش,8500000000,59.0,شکوفه,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%8659%D9%85%D8%AA%D8%B11%D8%AE-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DA%AF%DB%8C%D9%84%DA%A9%DB%8C-%D8%B9%D8%A7%D9%85%D8%B1%DB%8C-%DA%A9%DB%8C%D8%A7%D9%85%D9%86%D8%B4/gai5jsIr?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gai5jsIr_N,۱ از ۴,۱۳۹۴,۱
۱۰۵متری در قلب شکوفه// فروش فوری,13400000000,105.0,شکوفه,https://divar.ir/v/%DB%B1%DB%B0%DB%B5%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%82%D9%84%D8%A8-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C/gajtJiDe?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gajtJiDe_N,۲ از ۳,۱۳۸۰,۲
۴۹ متری ، نورگیر ، خوش نقشه ، عروسک,5200000000,49.0,شکوفه,https://divar.ir/v/%DB%B4%DB%B9-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9/ga1F90c5?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga1F90c5_N,۲ از ۴,۱۳۸۱,۱
خ پیروزی خ شکوفه ۷۵ متر,12300000000,75.0,شکوفه,https://divar.ir/v/%D8%AE-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-%D8%AE-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1/ga1RsFUa?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga1RsFUa_N,,,
آپارتمان ۵۸ متری شیک و تمیز - خیابان کرمان غربی,6750000000,58.0,شکوفه,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D8%B4%DB%8C%DA%A9-%D9%88-%D8%AA%D9%85%DB%8C%D8%B2-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%DA%A9%D8%B1%D9%85%D8%A7%D9%86-%D8%BA%D8%B1%D8%A8%DB%8C/gafxwx0N?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gafxwx0N_N,۲ از ۴,۱۳۸۵,۱
آپارتمان 77متر فول تکواحد شکوفه گیلکی عامری کیامنش,16000000000,77.0,شکوفه,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-77%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DA%AF%DB%8C%D9%84%DA%A9%DB%8C-%D8%B9%D8%A7%D9%85%D8%B1%DB%8C-%DA%A9%DB%8C%D8%A7%D9%85%D9%86%D8%B4/ga0d0IMo?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga0d0IMo_N,۴ از ۵,۱۴۰۲,۲
فول بازسازی ۷۸ متر جنوبی طبقه اول مترو امیرکبیر,14000000000,78.0,شکوفه,https://divar.ir/v/%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1-%D8%AC%D9%86%D9%88%D8%A8%DB%8C-%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84-%D9%85%D8%AA%D8%B1%D9%88-%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1/ga0Nka4i?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga0Nka4i_N,۱,۱۳۸۳,۲
فروش آپارتمان ۱۱۲متر تکواحد خیابان ایران,27000000000,112.0,ایران,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B1%DB%B2%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/gau8EouW?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gau8EouW_N,۴ از ۵,۱۴۰۰,۲
خوش نقشه ، 130متر ، موقعیت عالی,34500000000,130.0,ایران,https://divar.ir/v/%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-130%D9%85%D8%AA%D8%B1-%D9%85%D9%88%D9%82%D8%B9%DB%8C%D8%AA-%D8%B9%D8%A7%D9%84%DB%8C/gaiJkCf0?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaiJkCf0_N,همکف از ۶,۱۳۹۶,۳
۹۱متر سالن پرده خور,12200000000,91.0,ایران,https://divar.ir/v/%DB%B9%DB%B1%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1/ga01TSfq?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga01TSfq_N,۱,۱۳۹۰,۲
۷۲متر/۲خواب/فول امکانات/شکوفه خشرو,16600000000,72.0,شکوفه,https://divar.ir/v/%DB%B7%DB%B2%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D8%AE%D8%B4%D8%B1%D9%88/ga0xDnE9?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga0xDnE9_N,۴ از ۶,۱۴۰۳,۲
۵۸متر/تک خواب/پیروزی/آسانسور دار/شکوفه,7200000000,58.0,شکوفه,https://divar.ir/v/%DB%B5%DB%B8%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D8%AF%D8%A7%D8%B1-%D8%B4%DA%A9%D9%88%D9%81%D9%87/gaOMcp1N?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaOMcp1N_N,۴,۱۳۸۲,۱
آجودانیه ۳۰۰ متر ۴ خواب,160000000000,300.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B3%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8/gaw9nCul?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaw9nCul_N,۳,۱۳۹۶,۴
۳۰۵ متر ۴ خواب اقدسیه,165000000000,305.0,آجودانیه,https://divar.ir/v/%DB%B3%DB%B0%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87/gayYaN5T?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gayYaN5T_N,۴ از ۵,۱۳۹۴,۴
